# ML Zoomcamp 2026 full distrust audit; active occurrence rows are final state.
# Contact sheets: all nine module sheets reviewed; native/lesson-size spot checks included.
# Status is explicit per occurrence: final active rows PASS; pre-fix action rows FAIL with disposition.
record	status	disposition	module	lesson	line	reference	alt_or_label	source_type	dimensions	crispness	overlays	fidelity	context_before	context_after	note	remote_check
active	PASS	KEEP	06-trees	06-random-forest.md	186	images/06-random-forest-05-tuning-min-samples-leaf-crisp.png	Comparing validation AUC for min_samples_leaf of 1, 3, 5, 10 and 50	original screenshot	4080x3120	PASS	none	PASS	```	The curves with small values - 1, 3 and 5 - are close to each other at the		
active	PASS	KEEP	06-trees	07-boosting.md	27	images/07-boosting-01-boosting-vs-random-forest-imagegen.png	Random forest trains models in parallel; boosting trains them sequentially, each model learning the errors of the previous one	conceptual imagegen	1493x1054	PASS	none	PASS	models in the sequence have learned.	When the models in this sequence are decision trees, the method is called		
active	PASS	KEEP	06-trees	07-boosting.md	32	images/07-boosting-02-gradient-boosting-trees-imagegen.png	Gradient boosting trees: each tree is trained on the errors of the previous model, and the final prediction combines all of them	conceptual imagegen	1496x1051	PASS	none	PASS	gradient boosting trees:	## Installing XGBoost		
active	PASS	KEEP	06-trees	07-boosting.md	187	images/07-boosting-03-train-val-auc-crisp.png	Train AUC grows to one while validation AUC flattens and starts to degrade	original screenshot	4080x3000	PASS	none	PASS	```	The train curve goes to one, while the validation curve quickly stops		
active	PASS	KEEP	06-trees	08-xgb-tuning.md	24	images/08-xgb-tuning-01-parameters-imagegen.png	The three XGBoost parameters to tune: eta is the size of the step, max_depth controls the trees, min_child_weight is the min_samples_leaf of random forest	conceptual imagegen	1529x1029	PASS	none	PASS	`min_samples_leaf` in random forest.	XGBoost has many more parameters - we tune only these three, in this order:		
active	PASS	KEEP	06-trees	08-xgb-tuning.md	81	images/08-xgb-tuning-02-tuning-eta-crisp.png	Comparing validation AUC for eta of 0.3, 1.0, 0.1, 0.05 and 0.01: eta=0.1 reaches the top and stays stable, while eta=1.0 falls below the zoom window	original screenshot	4080x3000	PASS	none	PASS	```	The learning rate controls how fast the model learns. With `eta=1.0` the		
active	PASS	KEEP	06-trees	08-xgb-tuning.md	114	images/08-xgb-tuning-03-max-depth-curves-crisp.png	Validation AUC for max_depth of 6, 3 and 4: depth 3 keeps climbing and stays on top, while deeper trees degrade	original screenshot	3456x2268	PASS	none	PASS	AUC.	## Tuning min_child_weight		
active	PASS	KEEP	06-trees	08-xgb-tuning.md	152	images/08-xgb-tuning-04-min-child-weight-curves-crisp.png	Validation AUC for min_child_weight of 1, 10 and 30: the three curves are close to each other	original screenshot	3519x2268	PASS	none	PASS	keep the default value, `min_child_weight=1`.	## The final model		
active	PASS	KEEP	06-trees	09-final-model.md	19	images/09-final-model-01-comparing-validation-crisp.png	Comparing the three tuned models on the same validation set	original screenshot	1600x900	PASS	none	PASS	validation set.	The tuned decision tree - `max_depth=6` and `min_samples_leaf=15` - gives:		
active	PASS	KEEP	06-trees	09-final-model.md	57	images/09-final-model-02-tuned-random-forest-crisp.png	Tuned random forest with 200 trees, max_depth=10 and min_samples_leaf=3	original screenshot	1600x900	PASS	none	PASS	```	And the tuned XGBoost model - `eta=0.1`, `max_depth=3`,		
active	PASS	KEEP	06-trees	09-final-model.md	88	images/09-final-model-03-xgb-validation-auc-crisp.png	XGBoost validation AUC of 0.836 - the best of the three	original screenshot	1600x900	PASS	none	PASS	```	XGBoost wins with an AUC of about 0.836, ahead of random forest at about		
active	PASS	KEEP	06-trees	09-final-model.md	111	images/09-final-model-04-full-train-prep-crisp.png	Preparing df_full_train for training the final model	original screenshot	1600x900	PASS	none	PASS	```	We turn both `df_full_train` and the test set into feature matrices with a		
active	PASS	KEEP	06-trees	09-final-model.md	127	images/09-final-model-05-feature-matrices-crisp.png	Feature matrices for the full train and test sets	original screenshot	1600x900	PASS	none	PASS	```	```python		
active	PASS	KEEP	06-trees	09-final-model.md	136	images/09-final-model-06-dmatrix-crisp.png	DMatrix objects for the full train and test sets	original screenshot	1600x900	PASS	none	PASS	```	Then we train the final model and look at its AUC on the test data:		
active	PASS	KEEP	06-trees	09-final-model.md	166	images/09-final-model-07-final-test-auc-crisp.png	Training the final model and checking its AUC on the test set	original screenshot	1600x900	PASS	none	PASS	```	The test AUC is about 0.832, close to the 0.836 we saw on validation. There		
active	PASS	KEEP	06-trees	10-summary.md	14	images/10-summary-01-summary-slide-crisp.png	The four main points of the module: decision trees, best splits, random forest, and gradient boosting	original screenshot	1600x900	PASS	none	PASS	customer will default on a loan. On the way we learned four main things.	Decision trees learn if-then-else rules from data. The tree asks a sequence		
active	PASS	KEEP	06-trees	10-summary.md	25	images/10-summary-02-decision-tree-crisp.png	A decision tree asking questions about records, seniority, and job type	original screenshot	1600x900	PASS	none	PASS	scikit-learn.	![An unrestricted tree scores 1.0 on train but only 0.654 on validation](images/10-summary-03-overfitting-auc-crisp.png)		
active	PASS	KEEP	06-trees	10-summary.md	27	images/10-summary-03-overfitting-auc-crisp.png	An unrestricted tree scores 1.0 on train but only 0.654 on validation	original screenshot	1600x900	PASS	none	PASS	![A decision tree asking questions about records, seniority, and job type](images/10-summary-02-decision-tree-crisp.png)	Random forest is a way of combining multiple decision trees: each tree sees		
active	PASS	KEEP	06-trees	10-summary.md	37	images/10-summary-04-random-forest-crisp.png	Several diverse decision trees feed an averaged random forest prediction	original screenshot	1600x900	PASS	none	PASS	effort.	Gradient boosting trains models sequentially instead: each next model is		
active	PASS	KEEP	06-trees	10-summary.md	45	images/10-summary-05-gradient-boosting-crisp.png	Gradient boosting trains models sequentially so each model corrects previous errors	original screenshot	1600x900	PASS	none	PASS	`min_child_weight` and others - so it requires the most attention.	![The XGBoost parameters eta, max_depth, and min_child_weight](images/10-summary-06-xgb-parameters-crisp.png)		
active	PASS	KEEP	06-trees	10-summary.md	47	images/10-summary-06-xgb-parameters-crisp.png	The XGBoost parameters eta, max_depth, and min_child_weight	original screenshot	1600x900	PASS	none	PASS	![Gradient boosting trains models sequentially so each model corrects previous errors](images/10-summary-05-gradient-boosting-crisp.png)	The final XGBoost model reached an AUC of about 0.836 on validation and		
active	PASS	KEEP	06-trees	11-explore-more.md	4	images/11-explore-more-01-ensemble-experiments-imagegen.png	A dataset branches into EDA, feature importance, forests, and boosting before producing new insights.	conceptual imagegen	1672x941	PASS	none	PASS	# Explore more	*Figure: Explore several analyses and ensemble models to learn more from the same data.*		
active	PASS	KEEP	08-deep-learning	01-fashion-classification.md	19	images/01-fashion-classification-01-tabular-vs-images-imagegen.png	Tabular data from a CSV file versus an image of a t-shirt	conceptual imagegen	1445x1088	PASS	none	PASS	regression and tree-based models are all made for data like this.	This week the data is different. Instead of a table, we have images -		
active	PASS	KEEP	08-deep-learning	01-fashion-classification.md	34	images/01-fashion-classification-02-upload-service-imagegen.png	A user uploads a picture of a t-shirt to the website	conceptual imagegen	1444x1089	PASS	none	PASS	listing in the fashion category and upload a picture of it.	On the backend we have a fashion classification service. It takes the		
active	PASS	KEEP	08-deep-learning	01-fashion-classification.md	51	images/01-fashion-classification-03-clothing-dataset-crisp.png	The clothing dataset on GitHub: over 5,000 images of 20 different classes	original screenshot	3000x2160	PASS	none	PASS	images of 20 different classes.	We will not use all 20 classes. There is a smaller dataset, a subset		
active	PASS	KEEP	08-deep-learning	01-fashion-classification.md	62	images/01-fashion-classification-04-dataset-small-train-crisp.png	The train folder of the small dataset with ten category folders	original screenshot	3000x2160	PASS	none	PASS	t-shirt. Each folder contains the images of that category.	To get the data, clone the repository with the subset:		
active	PASS	KEEP	08-deep-learning	01-fashion-classification.md	88	images/01-fashion-classification-05-cs231n-crisp.png	The CS231n course website	original screenshot	3000x2160	PASS	none	PASS	read.	## The plan		
active	PASS	KEEP	08-deep-learning	01-fashion-classification.md	107	images/01-fashion-classification-06-notebook-plan-crisp.png	The module notebook: fashion classification, dataset links and TensorFlow/Keras	original screenshot	3000x2160	PASS	none	PASS	structure. This is how it starts:	And this is the second half of the plan: adding more layers,		
active	PASS	KEEP	08-deep-learning	01-fashion-classification.md	113	images/01-fashion-classification-07-notebook-plan-2-crisp.png	The module notebook: data augmentation and training a larger model	original screenshot	3000x2160	PASS	none	PASS	299x299 model:	There are 13 videos in this module. Let's get started.		
active	PASS	KEEP	08-deep-learning	02-tensorflow-keras.md	24	images/02-tensorflow-keras-01-keras-inside-tensorflow-imagegen.png	Keras is a high-level library inside TensorFlow	conceptual imagegen	1445x1088	PASS	none	PASS	TensorFlow:	Keras used to be a separate library, but it got absorbed into		
active	PASS	KEEP	08-deep-learning	02-tensorflow-keras.md	46	images/02-tensorflow-keras-02-install-tensorflow-crisp.png	Installing TensorFlow with conda from a notebook cell	original screenshot	3000x2160	PASS	none	PASS	```	If you don't have a GPU on your computer, this is all you need. With a		
active	PASS	KEEP	08-deep-learning	02-tensorflow-keras.md	65	images/02-tensorflow-keras-03-imports-crisp.png	Importing TensorFlow and Keras	original screenshot	3000x2160	PASS	none	PASS	```	## Loading an image		
active	PASS	KEEP	08-deep-learning	02-tensorflow-keras.md	82	images/02-tensorflow-keras-04-load-img-import-crisp.png	Importing load_img from tensorflow.keras.preprocessing.image	original screenshot	3000x2160	PASS	none	PASS	should work without changes.	Let's load a t-shirt from the train folder. We build the path with an		
active	PASS	KEEP	08-deep-learning	02-tensorflow-keras.md	102	images/02-tensorflow-keras-05-image-sizes-imagegen.png	Common input sizes for neural networks: 299x299 and 224x224	conceptual imagegen	1445x1088	PASS	none	PASS	299x299, 224x224, or smaller ones like 150x150:	If we have an image of a different size, we need to resize it to one		
active	PASS	KEEP	08-deep-learning	02-tensorflow-keras.md	112	images/02-tensorflow-keras-06-load-img-crisp.png	Loading the t-shirt image resized to 150x150	original screenshot	3000x2160	PASS	none	PASS	```	The library behind this is PIL - the Python Imaging Library. It's what		
active	PASS	KEEP	08-deep-learning	02-tensorflow-keras.md	124	images/02-tensorflow-keras-07-rgb-channels-imagegen.png	An image as three channels; the green channel is a grid of numbers from 0 to 255	conceptual imagegen	1445x1088	PASS	none	PASS	number between 0 and 255 - that's one byte:	Each pixel combines three values: one from the red channel, one from		
active	PASS	KEEP	08-deep-learning	02-tensorflow-keras.md	146	images/02-tensorflow-keras-08-numpy-array-crisp.png	The image as a NumPy array; each row holds the R, G and B values of one pixel	original screenshot	3000x2160	PASS	none	PASS	150x150 of them.	"The dtype is `uint8`. ""u"" means unsigned - the values go from 0 to"		
active	PASS	KEEP	08-deep-learning	03-pretrained-models.md	25	images/03-pretrained-models-02-imagenet-crisp.png	The ImageNet website: 1000 classes, over a million training images	original screenshot	3000x2160	PASS	none	PASS	the training set, 50,000 in validation and 100,000 in test:	We will not download it - it's huge. It contains all sorts of animals,		
